koi_depth,koi_duration,koi_impact,koi_model_snr,koi_max_mult_ev,koi_srad,koi_smass,koi_steff,koi_bin_oedp_sig,koi_disposition
591.7,3.083,0.241,16.2,9.673146,13.777,1.928,4894.0,0.5421,0
361.1,3.664,0.378,10.0,9.2408285,0.98,0.972,5440.0,0.1625,0
239.6,1.7407,1.2,27.7,10.57951,0.894,0.884,5458.0,0.9999,0
47.8,4.386,0.654,33.3,10.916952,2.638,1.358,5858.0,0.92,0
4989.2,6.9676,1.263,155.6,192.70526,0.79,0.81,5306.0,0.621,0
2340.2,20.585,1.266,131.4,93.7909,1.046,1.152,5889.0,0.9355,0
160.6,5.227,0.403,18.2,14.554175,2.483,1.419,6049.0,0.1087,1
1138.6,5.033,0.026,17.5,23.183668,0.839,0.952,5497.0,0.182,0
901.4,9.298,0.772,12.7,9.156626,0.701,0.74,4721.0,0.4843,1
105.7,0.919,0.446,8.8,9.519009,0.722,0.71,4861.0,0.9931,0
296.9,8.605,0.273,12.2,10.347039,1.283,1.167,6084.0,0.8394,1
289.3,1.961,0.235,12.4,11.341888,1.007,1.111,6046.0,0.9733,1
232.9,5.476,0.625,19.3,11.197976,1.0,1.0,5780.0,0.7824,0
112.6,0.8928,0.089,19.9,8.107988,0.781,0.701,6150.0,0.8441,0
7.7,6.61,0.635,7.3,8.955095,2.485,2.1,8431.0,0.9861,0
762.3,14.175,0.911,54.3,32.46188,1.401,1.323,6352.0,0.2034,1
137.0,3.463,0.098,9.6,8.748134,0.707,0.684,4914.0,0.6107,0
152.5,9.12,0.636,11.1,7.494789,1.312,1.109,6131.0,0.1324,0
641.3,4.214,0.023,13.9,13.308066,0.96,1.047,5982.0,0.6208,1
723.2,4.003,0.028,13.6,10.610574,0.965,1.075,5936.0,0.2932,1
1132.9,3.787,0.022,17.8,14.733009,0.529,0.528,3899.0,0.6594,1
352.8,3.674,0.139,14.5,11.920323,0.524,0.554,3749.0,0.612,1
1001.6,3.826,0.085,15.3,13.70746,0.643,0.638,4266.0,0.9999,0
2127.0,4.495,0.016,14.8,7.3217716,8.811,0.805,4893.0,0.714,0
23.0,2.699,0.523,14.3,11.082045,1.03,1.03,6084.0,0.8433,0
86.5,3.741,0.044,11.1,9.872231,0.842,0.938,5693.0,0.6784,0
170.7,5.791,0.004,14.7,15.17209,0.728,0.695,5415.0,0.9965,0
310.8,3.844,0.945,11.3,9.948514,0.602,0.589,4257.0,0.2531,1
330.0,7.712,0.029,21.9,19.658266,0.881,0.97,5968.0,0.4541,1
859.3,5.342,0.873,25.7,24.939644,0.981,0.899,5641.0,0.5438,1
5622.7,16.637,0.002,91.1,144.07951,1.048,0.889,5609.0,0.0,0
1046.5,3.107,1.237,17.9,15.679331,0.827,0.767,5223.0,0.103,0
219270.0,7.9657,0.568,1766.7,7422.2627,0.844,0.856,5775.0,-1.0,0
87.8,2.614,1.046,15.2,10.306368,1.169,1.191,6499.0,1.0,0
366.5,4.112,0.612,7.9,7.907231,0.86,0.977,5591.0,0.4833,0
216.7,44.0504,0.984,56.4,10.1395855,2.02,1.228,6085.0,0.0,0
19.6,2.186,0.187,10.8,10.476792,1.73,1.021,6011.0,0.1523,0
1024.9,5.045,0.953,19.7,16.493217,1.615,1.216,6384.0,0.3185,0
4094.1,7.4672,0.919,136.5,977.96655,1.054,0.763,6161.0,0.3122,0
484.0,7.251,0.965,36.9,24.618546,1.121,1.071,6133.0,0.0163,0
5103.3,14.602,1.269,125.0,100.61897,1.035,1.083,6363.0,0.1674,0
2896.9,20.813,1.375,90.5,150.76508,0.904,1.005,5659.0,0.869,0
263.1,2.326,0.046,20.3,16.457384,0.988,1.05,6072.0,0.1393,0
145.4,4.198,0.142,14.2,11.416615,0.931,0.857,5906.0,0.7229,0
158.2,26.34,1.088,11.9,8.4071045,0.881,0.959,6139.0,0.8063,0
347.3,46.356,1.204,225.1,24.316656,3.746,2.385,8753.0,0.9927,0
390.9,90.01,1.185,85.7,7.3230476,3.598,1.462,5165.0,0.4748,0
143640.0,9.1151,22.28,768.9,1541.0045,1.148,0.968,5997.0,-1.0,0
1230.4,28.5357,0.945,89.9,21.91319,0.851,0.948,5713.0,0.3722,0
71.7,3.69,0.777,8.5,8.747018,0.849,0.925,6355.0,0.3214,1
458.9,23.9402,0.96,40.8,19.314213,0.893,1.01,5713.0,0.8363,0
460.9,14.992,1.208,27.1,26.186584,3.558,0.758,5367.0,0.9259,0
1840.5,8.1218,1.237,374.1,570.84406,0.991,0.848,5838.0,-1.0,0
348780.0,3.21373,0.558,608.9,5347.0596,1.616,1.026,5503.0,-1.0,0
102290.0,18.4332,0.625,1597.3,1391.742,0.647,0.632,5011.0,0.0,0
190900.0,4.4761,1.121,879.2,2976.9692,0.715,0.706,4478.0,-1.0,0
83326.0,4.7439,1.039,154.4,1948.7997,0.988,1.054,6233.0,-1.0,0
500.0,7.343,0.026,15.4,11.898367,1.069,1.161,6194.0,0.2235,1
146.8,4.725,0.153,15.1,7.322376,0.749,0.742,4796.0,0.161,0
81428.0,7.48907,0.195,301.4,3876.0752,0.787,0.832,5385.0,0.2806,0
418.2,4.472,0.956,12.6,17.11139,1.445,0.963,5312.0,0.2284,1
201.0,2.307,0.271,9.4,8.515262,0.797,0.893,5459.0,0.3641,0
207990.0,3.36626,0.775,950.0,2233.0818,0.863,0.959,5764.0,0.4596,0
322.2,4.359,0.207,13.6,11.282671,0.885,0.849,5659.0,0.1228,0
235.6,4.949,0.348,18.6,11.951437,0.753,0.723,5002.0,0.4597,1
132.2,6.326,0.896,14.9,12.399577,1.601,1.114,5849.0,0.7539,1
39413.0,3.163,1.151,32.5,464.89328,1.844,1.278,6878.0,0.7362,0
240900.0,7.5608,0.542,332.8,7997.279,0.941,0.97,5887.0,0.55,0
283.6,2.4599,0.805,12.7,18.159763,0.724,0.783,4914.0,0.8685,0
299050.0,32.1928,0.527,5357.7,44243.574,3.251,2.053,8275.0,0.6265,0
376770.0,5.21981,0.245,4322.4,20957.074,0.935,0.868,6133.0,-1.0,0
83115.0,7.46159,0.235,5219.5,15362.555,2.21,1.571,7059.0,0.4483,0
45362.0,12.7591,0.433,2426.9,940.81506,2.079,1.25,6429.0,0.3982,0
147140.0,4.1376,0.381,922.1,2126.426,0.895,0.967,6021.0,0.0533,0
98.6,2.833,0.508,9.4,8.45173,1.171,1.241,6418.0,0.5676,0
53782.0,9.7436,0.436,1331.0,1430.8284,1.1,0.995,5903.0,0.0,0
243410.0,4.82219,0.526,1539.9,2326.2273,1.127,0.928,6153.0,0.0118,0
95697.0,2.4494,0.455,319.1,2870.13,1.271,0.972,5914.0,0.6271,0
250.0,2.169,0.097,7.5,14.317958,0.805,0.776,4891.0,0.8668,1
455.3,5.858,0.407,17.7,11.109822,1.052,1.111,6215.0,0.9448,1
66168.0,7.463,0.194,751.5,753.2953,0.863,0.953,5931.0,0.0,0
103.8,4.554,0.031,17.1,13.034477,1.061,1.163,6065.0,0.2951,1
268.9,2.104,0.071,13.9,9.6464815,0.797,0.776,4748.0,0.8841,0
1242.8,1.0869,1.251,170.0,28.57795,1.134,1.174,6353.0,1.0,0
330.0,8.567,0.671,24.3,15.734998,1.138,1.169,6434.0,0.0985,1
507.1,6.032,0.044,12.2,11.127428,0.99,1.049,5819.0,0.094,1
150580.0,5.9556,0.86,2206.5,3024.5012,1.024,1.086,6208.0,0.3652,0
317000.0,40.5992,0.531,4594.8,7372.316,0.806,0.808,5662.0,-1.0,0
210770.0,6.11904,1.221,3583.1,9588.551,2.012,1.183,6395.0,0.0,0
59.9,2.545,0.675,10.1,9.113384,1.01,0.993,5878.0,0.5582,0
440150.0,19.9438,0.461,1161.1,15926.939,1.138,1.027,6461.0,-1.0,0
416740.0,20.0614,0.486,1866.7,10382.682,0.857,0.778,5583.0,-1.0,0
357830.0,6.19136,0.558,2427.5,15561.399,2.225,1.266,6461.0,0.0,0
363130.0,5.54241,0.549,6788.8,6199.928,1.301,1.304,6401.0,-1.0,0
380200.0,7.4782,0.524,551.3,1397.698,0.796,0.893,5334.0,-1.0,0
113530.0,2.48633,0.69,559.2,1623.0415,0.78,0.742,5069.0,0.9372,0
134090.0,7.9331,0.471,1033.2,3504.847,1.166,1.166,6462.0,-1.0,0
105950.0,2.96723,1.747,997.8,2761.372,1.094,0.97,6384.0,-1.0,0
190.2,1.5045,0.334,46.6,32.086765,1.207,0.932,5539.0,0.9533,1
35830.0,8.3559,1.17,846.1,918.84827,1.02,0.853,5940.0,0.0108,0
16.2,1.561,0.382,7.6,8.025462,1.116,1.001,6143.0,0.8407,0
97.9,4.372,0.143,13.3,11.572553,1.668,1.296,6144.0,0.2781,1
762.0,4.807,0.361,12.1,14.08191,0.924,0.967,5889.0,0.4893,1
894.5,7.496,0.049,20.0,17.21297,0.702,0.783,5340.0,0.4084,1
11.3,3.028,0.817,11.8,8.886386,2.968,1.969,7612.0,0.9606,0
737.0,15.404,0.859,22.3,16.528004,1.425,0.997,5602.0,0.9578,1
345940.0,7.14981,0.58,3766.3,4448.3086,2.182,0.905,4916.0,-1.0,0
73.4,1.734,0.417,9.0,7.950458,0.811,0.788,4776.0,0.9572,0
142.7,6.25,0.976,18.8,15.124316,1.775,1.182,6426.0,0.1825,1
70292.0,9.88863,0.418,4257.4,2746.6414,2.777,2.148,9414.0,0.101,0
164740.0,10.4168,0.718,7056.8,4857.7856,1.141,0.852,6038.0,0.0032,0
410270.0,18.9869,0.492,1113.2,6016.8013,1.023,0.99,5713.0,-1.0,0
181790.0,8.3777,1.777,1178.0,8773.91,0.976,0.979,6074.0,0.5291,0
217070.0,7.1351,0.459,2270.6,5826.99,0.897,0.805,5324.0,-1.0,0
65936.0,6.2625,0.486,2048.7,4905.8604,1.935,1.179,6313.0,0.5268,0
45754.0,5.86461,1.135,961.4,1105.5472,0.696,0.668,5126.0,0.2856,0
85407.0,4.41739,1.261,1548.2,3068.0718,1.246,1.218,6584.0,0.0,0
319080.0,3.0518,0.618,932.1,9024.938,2.55,1.015,5242.0,-1.0,0
40206.0,4.37001,1.047,733.5,1007.85223,0.993,0.997,6105.0,0.0,0
472.1,6.896,0.929,17.3,14.594358,0.984,1.047,6283.0,0.7585,1
254.6,3.879,0.663,18.8,16.00222,0.98,1.006,5774.0,0.1776,0
188.5,6.149,1.155,16.2,14.66577,0.909,0.795,5455.0,0.501,0
672.2,5.218,0.026,14.4,14.600046,0.818,0.868,5513.0,0.7729,1
424.5,3.129,0.576,12.4,11.281433,1.046,1.143,6142.0,0.2892,0
37430.0,5.25005,1.158,990.3,830.7088,0.807,0.74,5344.0,0.3067,0
158.6,8.872,0.716,15.6,12.304457,0.811,0.898,5811.0,0.9842,0
255710.0,16.8109,0.703,1638.0,1980.3479,0.851,0.948,5713.0,0.0023,0
229160.0,5.16249,0.728,2314.5,3952.4019,0.774,0.865,5654.0,0.0,0
66402.0,13.6363,1.091,4958.6,3143.7156,2.185,0.999,6061.0,0.202,0
323610.0,6.33708,0.612,1804.1,4634.1714,0.824,0.777,5075.0,-1.0,0
489000.0,6.40303,0.395,1246.3,7982.978,0.905,1.021,5754.0,-1.0,0
2208.6,1.5586,1.251,137.7,23.79851,0.757,0.841,5239.0,0.9342,0
150930.0,8.81169,0.882,2424.0,4710.9443,0.904,0.98,5973.0,0.8633,0
172400.0,6.57901,0.843,1467.6,4274.583,1.94,1.07,5949.0,0.0,0
31353.0,2.8592,1.189,259.4,2023.0347,0.823,0.841,5731.0,0.005,0
145290.0,3.94077,0.707,842.1,1660.1578,1.005,0.972,6137.0,0.9083,0
933.0,2.35,0.019,6.4,8.947078,180.013,3.735,3486.0,0.704,0
256440.0,4.59379,0.692,1018.8,1510.6034,0.851,0.897,5349.0,0.0008,0
79.2,2.4592,0.006,22.4,21.7057,1.149,1.226,6243.0,0.7701,1
143.2,6.191,0.748,28.3,22.333456,1.092,1.059,6047.0,0.2512,1
79684.0,4.48223,1.336,1012.2,1085.162,1.112,0.937,5786.0,0.253,0
67161.0,4.47294,1.087,1008.1,1830.6681,1.049,0.999,6123.0,0.0955,0
224.9,2.068,0.012,8.7,8.448912,0.726,0.744,5374.0,0.17,0
433820.0,3.63893,0.454,1256.8,8837.927,0.845,0.933,5931.0,-1.0,0
233450.0,8.03365,0.743,3506.5,5248.3135,1.072,1.12,6335.0,0.0,0
128.9,4.216,0.852,17.8,11.603067,0.833,0.902,5627.0,0.8404,1
119.4,1.5132,0.086,6.0,7.158429,0.831,0.777,5213.0,0.5913,0
3104.0,4.1553,1.267,81.6,92.45162,3.289,1.521,6552.0,0.1278,0
98.0,5.252,0.983,16.6,12.489515,1.775,1.182,6426.0,0.9457,1
328540.0,16.1025,0.598,765.3,2969.994,0.946,0.966,5904.0,-1.0,0
151820.0,26.8612,0.857,2163.4,3395.6633,0.989,1.056,6217.0,0.2356,0
74.6,1.2536,0.056,17.3,12.59456,1.633,0.888,5277.0,0.9891,0
354380.0,7.26916,0.559,1349.8,3602.28,0.704,0.785,5303.0,-1.0,0
362900.0,4.71655,0.547,1210.8,8608.961,1.821,0.774,5702.0,-1.0,0
216060.0,5.17212,0.398,1419.0,1979.4828,1.345,1.097,6781.0,0.0877,0
24852.0,6.4774,1.209,625.1,4399.1655,0.786,0.88,5546.0,0.7816,0
54592.0,3.57049,1.131,879.0,1033.9763,0.756,0.687,5772.0,0.0019,0
221.7,3.471,0.088,20.0,19.099873,0.721,0.774,4955.0,0.7901,1
223620.0,2.9527,1.566,249.5,738.8554,0.483,0.504,3695.0,0.0,0
1312.3,21.569,1.259,63.7,42.05814,1.078,0.918,5753.0,0.4132,0
53726.0,4.04427,1.161,1003.7,1346.1093,0.78,0.73,5222.0,0.9057,0
23.9,2.1,0.647,9.2,8.892041,2.184,2.272,9464.0,0.8715,0
107140.0,5.51863,0.159,1219.4,1914.6945,0.965,1.075,5936.0,0.2418,0
210.9,6.684,0.044,11.8,10.012854,1.001,1.079,6063.0,0.0618,1
261.7,4.337,0.943,12.6,11.174874,0.863,0.953,5931.0,0.9064,1
70.9,3.281,0.036,9.9,9.985249,1.987,1.475,6573.0,0.9303,0
487.4,4.795,0.936,11.2,9.503792,0.715,0.723,4808.0,0.9714,0
113340.0,12.2259,0.995,2016.1,2722.2307,1.084,0.969,6002.0,0.0,0
158640.0,3.37701,0.869,796.5,13049.263,0.757,0.704,5353.0,-1.0,0
445610.0,14.3447,0.395,1952.3,3772.7717,0.673,0.651,5067.0,-1.0,0
61.2,2.458,0.449,11.5,8.017105,0.966,1.043,6106.0,0.6663,0
153930.0,21.9232,0.888,1386.8,1935.9791,0.989,1.056,6109.0,0.0,0
23417.0,3.62939,0.767,699.9,1192.1765,0.991,1.06,6185.0,0.8109,0
20084.0,3.9954,1.225,389.8,599.1376,0.991,1.06,6185.0,0.8064,0
101270.0,3.4594,1.001,362.1,2233.577,1.303,1.087,6408.0,-1.0,0
277.6,1.267,0.975,14.7,13.494022,1.305,0.993,5857.0,0.9453,1
432.5,7.962,0.018,15.1,12.118849,1.282,1.028,5751.0,0.1088,1
1778.8,8.39,0.676,36.7,30.88894,0.977,0.856,5301.0,0.7547,1
73.2,1.701,0.008,10.2,7.6857986,0.903,0.981,5730.0,0.802,0
643.5,3.549,1.211,37.5,27.56991,3.456,1.443,5220.0,0.9365,0
94.4,3.171,0.135,14.6,10.279693,0.853,0.971,5428.0,0.4555,1
146.6,0.887,0.082,9.8,8.425233,1.1,1.188,6268.0,0.994,0
268720.0,6.62584,0.207,1725.6,4499.233,0.922,0.988,5831.0,-1.0,0
96654.0,8.60447,0.356,3162.0,2353.8933,1.708,1.152,6235.0,0.0,0
541.2,3.0287,2.623,67.1,33.81817,0.942,1.054,5869.0,0.9426,0
198400.0,3.31903,0.708,2060.3,8185.3516,1.088,0.92,6015.0,0.9796,0
333800.0,20.5357,0.596,2000.2,6095.637,1.44,1.234,6517.0,-1.0,0
42.5,3.252,0.497,13.7,10.337952,1.007,1.111,6046.0,0.9721,0
555380.0,4.0639,0.29,445.7,6682.481,3.579,1.53,5062.0,-1.0,0
401890.0,2.97608,0.488,1160.6,15114.678,0.576,0.566,4556.0,-1.0,0
52880.0,3.22884,1.11,661.4,2040.3453,0.714,0.792,5414.0,-1.0,0
113700.0,2.5258,0.001,296.8,2288.0679,1.837,0.94,4927.0,0.7505,0
11360.0,3.773,1.254,272.6,1195.9324,1.215,0.838,5699.0,0.0,0
33.0,1.0613,0.578,1.5,10.583577,1.363,0.881,6092.0,0.9999,0
252640.0,2.57621,0.691,1361.5,10405.198,0.534,0.556,4748.0,0.0001,0
234580.0,4.92134,0.731,858.8,7331.0435,2.451,2.05,8285.0,-1.0,0
166.8,4.881,0.112,16.3,13.295371,3.955,1.801,5745.0,0.7679,1
417.4,8.219,0.043,25.0,15.342841,3.955,1.801,5745.0,0.5701,1
70.8,2.794,0.185,12.3,10.599495,0.808,0.807,5427.0,0.0219,0
21653.0,4.115,1.199,23.9,563.86554,0.661,0.65,4352.0,0.9559,0
32990.0,11.1677,1.979,1112.0,5193.9497,1.066,1.07,6220.0,0.2797,0
115.9,9.678,0.922,13.5,11.643734,2.437,1.338,5668.0,0.3198,1
52.1,9.557,0.8,9.8,7.5423293,0.927,1.011,6046.0,0.3541,0
1286.6,5.348,0.951,66.0,46.58143,0.72,0.822,4920.0,0.0968,1
173360.0,2.6422,0.544,397.1,5723.9014,0.591,0.587,4206.0,0.1063,0
225770.0,12.0525,0.761,1836.8,3444.8755,0.734,0.756,5207.0,0.0,0
144640.0,4.36126,0.191,970.9,5171.72,1.079,1.091,6519.0,-1.0,0
40.4,3.164,0.515,12.0,9.187053,0.805,0.902,5398.0,0.0611,0
411370.0,17.5623,0.49,884.9,2607.3408,0.806,0.903,5553.0,-1.0,0
457840.0,2.94091,0.424,619.8,13139.942,0.672,0.657,4694.0,0.0,0
142950.0,8.52961,0.896,1887.7,2771.4924,0.725,0.686,5232.0,0.1221,0
5025.4,2.2163,1.269,245.2,728.43475,2.852,1.505,6137.0,0.0001,0
121990.0,2.1344,1.014,140.0,2383.76,0.711,0.712,4387.0,0.0,0
178.3,2.372,0.251,7.0,7.848803,0.818,0.907,5774.0,0.2785,0
25884.0,3.6373,1.236,419.0,2581.0017,1.893,1.621,7564.0,0.0,0
403730.0,4.61686,0.421,1905.1,6172.312,1.16,1.046,6389.0,-1.0,0
224230.0,4.088,0.864,434.9,998.9513,0.896,0.91,5876.0,0.8569,0
2012.1,37.217,0.47,173.7,17.110765,0.555,0.572,5192.0,0.5088,0
34.5,4.415,0.119,13.3,8.804077,2.409,1.283,5766.0,0.203,0
314.8,2.066,1.127,16.8,12.93635,0.42,0.45,3638.0,0.383,1
111620.0,6.48255,0.133,1701.1,2339.201,1.0,1.066,5811.0,0.9502,0
199.1,10.757,0.6,29.4,20.434702,1.524,1.003,5710.0,0.9304,1
302.0,6.514,0.232,14.3,12.159048,1.158,1.024,5806.0,0.0199,1
7062.8,8.9387,1.01,205.4,408.99457,2.191,0.93,4847.0,0.9865,0
203.7,8.202,0.102,15.3,12.531937,1.294,1.109,5881.0,0.7982,1
2094.8,8.638,0.026,62.1,44.26747,0.8,0.825,5180.0,0.0471,1
208360.0,8.0429,3.454,978.2,5661.377,1.895,1.056,5622.0,-1.0,0
242400.0,5.01216,0.72,1649.5,3078.5808,0.666,0.721,5516.0,0.0,0
253380.0,6.05443,0.708,1500.7,2223.4897,0.83,0.803,5780.0,-1.0,0
62705.0,23.0078,0.234,3433.7,2281.4678,2.58,0.887,5022.0,0.0001,0
176340.0,16.5339,0.248,2084.3,2123.3396,0.895,0.931,5753.0,0.0001,0
128580.0,3.60125,0.761,2279.1,3152.2512,0.653,0.641,4523.0,0.0007,0
438.0,5.662,0.019,14.7,12.085419,1.092,1.18,6246.0,0.6267,1
58703.0,9.745,0.681,1421.7,1553.7749,0.876,0.97,5830.0,0.0,0
145.3,4.427,0.675,16.4,9.958855,1.101,0.929,5931.0,0.0842,1
88.1,4.472,0.905,10.1,12.1275425,2.599,1.714,6900.0,0.984,1
57.7,6.329,0.595,16.4,12.567676,1.524,1.003,5710.0,0.7006,1
92.1,0.7275,0.137,4.8,7.7490234,0.785,0.865,5862.0,0.2419,0
371.1,7.048,0.195,13.0,11.753131,0.957,0.977,5626.0,0.3457,1
955.2,6.432,0.943,17.8,13.0419855,0.741,0.808,5595.0,0.4802,1
601.2,6.23,0.966,51.3,32.28799,2.196,0.831,5125.0,0.0271,0
95884.0,8.50818,1.004,1221.2,7395.937,1.0,0.903,5559.0,-1.0,0
122.2,5.675,1.139,13.4,11.119324,1.213,1.028,5806.0,0.9817,0
122370.0,20.8729,0.487,3625.5,2783.8623,0.729,0.747,5365.0,0.0031,0
56799.0,10.9312,1.029,2804.3,2228.4626,1.316,1.064,6370.0,0.3365,0
192690.0,5.08666,0.795,1870.0,3094.552,0.795,0.905,5297.0,0.0,0
387900.0,5.85519,0.518,2624.0,23665.348,1.29,1.257,6327.0,0.0,0
110920.0,4.0116,15.329,446.1,4482.8667,1.039,1.116,6022.0,0.0,0
1175.0,1.4346,0.951,28.5,44.417595,0.572,0.575,4402.0,0.6242,1
370550.0,7.5945,0.486,672.7,3654.8508,2.058,0.925,5408.0,-1.0,0
1685.8,3.7889,1.274,102.9,203.52951,1.157,1.136,6553.0,0.7568,0
1456.9,5.0403,0.924,100.4,415.9402,1.157,1.136,6553.0,0.9016,0
231.3,7.043,0.167,14.6,12.6143675,1.389,0.991,5626.0,0.0339,1
338.3,3.174,0.763,18.2,17.22608,1.802,0.955,4807.0,0.6646,1
130460.0,7.07603,0.929,2070.3,2892.7864,1.031,1.088,6241.0,0.0843,0
179.2,5.467,0.802,13.3,11.514287,1.285,1.018,5726.0,0.8265,1
655.7,10.393,0.01,17.0,13.789443,1.634,1.271,6085.0,0.5902,1
250030.0,5.02374,0.732,2158.5,11467.141,1.19,1.211,6592.0,-1.0,0
72792.0,17.8951,0.944,3573.1,2230.059,1.062,1.058,6309.0,0.0594,0
192900.0,8.2904,0.845,1184.8,2436.5774,0.673,0.744,5294.0,0.0019,0
225590.0,3.3727,0.507,421.6,5320.655,0.708,0.7,4868.0,0.0,0
169660.0,5.9626,1.107,1471.6,6294.272,0.953,1.071,5639.0,0.0,0
218070.0,8.73607,0.294,2441.7,4309.3545,1.134,1.128,6444.0,0.0,0
241.6,3.695,0.066,9.4,8.682215,0.973,1.044,5881.0,0.3544,0
242410.0,31.8273,0.523,1374.0,3843.2417,2.463,1.769,7426.0,0.0813,0
205990.0,18.3609,0.336,2261.9,3030.4233,0.962,1.036,6153.0,-1.0,0
267.6,3.409,0.118,14.5,11.719749,1.166,0.934,5533.0,0.0335,1
67898.0,1.96698,0.949,541.3,734.839,0.534,0.555,3900.0,-1.0,0
96.9,5.068,0.96,7.4,11.037565,1.382,1.011,5831.0,0.7176,1
738.6,10.304,0.901,20.8,12.420644,1.008,1.014,5915.0,0.8623,1
767.8,13.31,0.965,18.9,15.209522,1.057,0.911,5922.0,0.1785,1
410.3,29.1701,0.973,63.7,18.938568,0.971,1.057,5952.0,0.6069,0
81096.0,3.26371,1.026,296.0,2204.884,0.747,0.832,5777.0,0.0,0
43252.0,19.7301,0.099,3571.6,2006.473,2.343,1.371,6523.0,0.3708,0
57.4,2.824,0.583,12.9,9.619701,0.815,0.914,5481.0,0.9623,0
178.1,8.479,1.225,15.9,13.239297,1.449,1.043,6200.0,0.9997,0
398640.0,6.7631,0.507,359.7,2809.2122,1.103,1.165,6137.0,-1.0,0
34086.0,2.76441,0.802,1109.2,2156.087,0.73,0.729,4842.0,0.1629,0
176740.0,4.25512,0.845,1833.7,8903.347,0.941,0.76,6413.0,0.0,0
423280.0,4.80188,0.465,1909.2,9728.602,1.279,1.055,6516.0,-1.0,0
1157.2,23.27,0.909,22.8,10.60594,0.894,0.951,5800.0,0.1434,0
586.7,1.622,0.751,20.2,29.473917,0.572,0.575,4402.0,0.2097,1
58858.0,2.4032,13.376,159.3,1855.2726,1.119,0.839,6124.0,0.0731,0
209.6,2.252,0.32,16.0,12.672195,1.166,0.934,5533.0,0.2152,1
180.4,6.53,0.562,11.6,10.370681,1.106,1.148,6370.0,0.5743,1
117.0,4.857,0.977,21.5,17.863062,1.04,1.0,5929.0,0.4231,1
354.4,2.446,0.382,15.7,13.867703,0.788,0.882,5530.0,0.4505,1
406.8,4.388,0.25,16.2,12.819838,1.099,0.938,5566.0,0.642,1
75468.0,3.5939,1.309,656.5,3454.9365,1.994,1.222,6379.0,0.0,0
1040.7,10.28,0.956,18.1,15.090573,1.005,0.875,5792.0,0.6488,1
49.4,7.998,0.503,56.6,18.785212,1.073,1.026,5611.0,0.1756,0
2177.6,11.919,0.899,169.5,2966.3462,1.467,1.35,6860.0,0.0104,0
100.9,3.188,0.709,13.6,12.06953,1.392,1.183,5915.0,0.869,0
345.5,7.259,0.266,15.4,12.313621,1.092,1.057,5856.0,0.3724,1
51325.0,3.6873,1.295,163.6,1590.8586,1.216,1.091,6411.0,0.9873,0
39943.0,9.9776,1.149,464.2,1705.5354,0.868,0.874,5420.0,0.6451,0
265410.0,5.58652,2.79,1731.4,2969.3948,1.041,1.104,6173.0,-1.0,0
42.7,4.575,0.559,10.8,8.707376,1.249,1.07,6398.0,0.3063,0
325450.0,8.3476,0.603,305.2,2263.9436,1.557,1.032,6049.0,0.0001,0
49269.0,15.3564,0.886,1759.1,1568.6637,0.776,0.718,5341.0,0.0,0
546.4,8.664,0.015,20.8,14.928787,0.954,1.022,6247.0,0.8359,1
71432.0,7.19844,12.223,1268.8,3503.7432,0.941,0.841,5783.0,0.801,0
96586.0,12.1317,0.995,1246.3,1495.8511,0.79,0.848,5359.0,0.0619,0
443.1,4.514,0.718,8.5,7.565425,1.953,1.135,6054.0,0.9989,0
273.7,2.577,0.074,15.1,12.548059,1.02,1.005,5893.0,0.1145,1
576.3,2.134,0.122,12.3,18.625946,1.161,1.239,6277.0,0.2976,1
134140.0,7.20617,0.915,1524.8,4531.588,0.708,0.769,5431.0,-1.0,0
124.4,6.49,0.193,22.9,16.491846,2.0,1.251,6120.0,0.2456,1
49.7,3.762,0.001,17.4,13.838663,2.0,1.251,6120.0,0.4541,1
161.2,8.432,0.355,15.5,13.55673,1.685,1.333,6602.0,0.7332,1
216.3,4.79,0.522,7.0,9.025216,4.763,1.811,6190.0,0.5369,0
345.7,2.1521,0.925,26.8,19.605627,0.344,0.346,3419.0,0.9164,1
290.4,6.401,1.182,26.1,28.471138,2.227,1.259,5611.0,0.9187,0
58381.0,5.28476,0.871,1241.0,1395.5817,1.669,0.932,5102.0,0.0126,0
204150.0,5.65214,0.79,1526.2,6040.3384,1.548,1.408,6386.0,-1.0,0
142500.0,9.72673,0.88,1411.3,1587.215,0.708,0.673,5359.0,0.8697,0
419210.0,5.0746,0.471,469.5,2751.434,0.743,0.721,4856.0,-1.0,0
142.7,1.8846,0.681,24.5,28.915668,0.834,0.948,5201.0,0.5023,1
196110.0,7.66397,0.78,1179.7,1799.2993,0.737,0.729,4412.0,0.0,0
250.0,3.499,0.96,16.1,14.371882,0.803,0.755,5149.0,0.8452,1
259.7,6.141,0.092,13.8,12.720123,0.835,0.933,6083.0,0.1543,1
52110.0,5.6184,1.473,1238.8,1409.5593,0.901,0.918,5835.0,0.0318,0
186980.0,6.24701,0.81,1274.3,3046.483,0.861,0.95,5945.0,0.0498,0
235.4,7.71,0.083,13.9,13.318464,1.395,1.054,5821.0,0.9277,1
266.8,4.234,0.071,14.4,7.1115317,3.224,1.051,5123.0,0.0779,0
295.7,4.235,0.025,18.5,14.513961,1.145,0.95,5596.0,0.3372,1
131.4,6.79,0.33,9.4,16.704443,0.729,0.819,5940.0,0.6256,0
126.4,5.3181,0.761,47.8,30.458616,1.073,1.026,5611.0,0.9802,1
